Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Acceleration,F_dissipated (N),v^2 (m^2/s^4)
2023-09-02 14:17:49.094,11731,88.33333333333333,8,100,False,8,car,25.12,0 days 00:32:48.983000,1.7361111111111427,5729.566404612134,7802.777777777777
2023-09-02 14:17:49.254,11731,88.61111111111111,8,100,False,8,car,25.28,0 days 00:32:49.143000,1.4655483405483665,5925.027316266088,7851.929012345679
2023-09-02 14:17:49.534,11779,88.88888888888889,8,100,False,8,car,25.56,0 days 00:32:49.423000,1.0529796714007063,6263.922614522431,7901.234567901234
2023-09-02 14:17:50.014,11807,89.44444444444444,8,100,False,8,car,26.04,0 days 00:32:49.903000,0.3404139433550881,6810.166775599155,8000.308641975308
2023-09-02 14:17:50.214,11856,89.44444444444444,8,100,False,8,car,26.24,0 days 00:32:50.103000,0.33386752136749465,6844.836645299167,8000.308641975308
2023-09-02 14:17:50.534,11881,89.72222222222221,8,100,False,8,car,26.56,0 days 00:32:50.423000,0.43402777777777146,6757.137669848648,8050.077160493825
2023-09-02 14:18:28.294,11022,82.77777777777777,8,100,False,8,car,64.32,0 days 00:33:28.183000,4.26264401812449,3714.378276819182,6852.160493827159
2023-09-02 14:18:28.454,11103,83.05555555555556,8,100,False,8,car,64.48,0 days 00:33:28.343000,2.314814814814895,5310.820227920163,6898.225308641976
2023-09-02 14:18:28.774,11206,84.16666666666667,8,100,False,8,car,64.8,0 days 00:33:28.663000,2.6785714285714164,4988.961881188128,7084.027777777778
2023-09-02 14:18:29.054,11271,84.72222222222221,8,100,False,8,car,65.08,0 days 00:33:28.943000,1.4880952380952408,5941.61513661202,7177.854938271604
2023-09-02 14:18:29.334,11338,85.0,8,100,False,8,car,65.36,0 days 00:33:29.223000,1.4880952380952692,5960.585294117622,7225.0
2023-09-02 14:18:29.614,11385,85.55555555555556,8,100,False,8,car,65.64,0 days 00:33:29.503000,2.4801587301587062,5144.972222222242,7319.753086419753
2023-09-02 14:18:29.894,11465,86.38888888888889,8,100,False,8,car,65.92,0 days 00:33:29.783000,2.3492614638447833,5231.153203276975,7463.04012345679
2023-09-02 14:18:30.254,11583,86.94444444444444,8,100,False,8,car,66.28,0 days 00:33:30.143000,2.336860670194028,5268.46166528614,7559.336419753086
2023-09-02 14:18:30.454,11602,87.5,8,100,False,8,car,66.48,0 days 00:33:30.343000,1.2345679012345272,6122.066172839538,7656.25
2023-09-02 14:18:30.614,11684,87.5,8,100,False,8,car,66.64,0 days 00:33:30.503000,0.46296296296287665,6793.501481481551,7656.25
2023-09-02 14:18:30.854,11664,87.77777777777777,8,100,False,8,car,66.88,0 days 00:33:30.743000,1.504629629629619,5920.054160806385,7704.938271604937
2023-09-02 14:18:31.014,11694,88.05555555555556,8,100,False,8,car,67.04,0 days 00:33:30.903000,1.5817901234567842,5853.727720333377,7753.780864197531
2023-09-02 14:18:31.214,11723,88.33333333333333,8,100,False,8,car,67.24,0 days 00:33:31.103000,2.0833333333333144,5445.192138364795,7802.777777777777
2023-09-02 14:18:31.414,11753,88.88888888888889,8,100,False,8,car,67.44,0 days 00:33:31.303000,1.6203703703702956,5791.475601851912,7901.234567901234
2023-09-02 14:18:31.694,11816,88.88888888888889,8,100,False,8,car,67.72,0 days 00:33:31.583000,0.8578431372549034,6443.346274509802,7901.234567901234
2023-09-02 14:18:32.094,11908,89.72222222222221,8,100,False,8,car,68.12,0 days 00:33:31.983000,1.3888910671895758,6004.622567073384,8050.077160493825
2023-09-02 14:18:32.493,11968,90.0,8,100,False,8,car,68.519,0 days 00:33:32.382000,1.042103415958934,6297.580824227131,8100.0
2023-09-02 14:18:32.893,12002,90.55555555555556,8,100,False,8,car,68.919,0 days 00:33:32.782000,1.099537037037038,6227.714402976596,8200.308641975309
2023-09-02 14:18:33.213,12033,90.83333333333333,8,100,False,8,car,69.239,0 days 00:33:33.102000,0.9341931216931414,6357.3800416241775,8250.694444444443
2023-09-02 14:18:33.493,12061,91.11111111111111,8,100,False,8,car,69.519,0 days 00:33:33.382000,0.8695144724556627,6404.264020404899,8301.234567901236
2023-09-02 14:18:33.893,12123,91.38888888888889,8,100,False,8,car,69.919,0 days 00:33:33.782000,1.1574074074073906,6187.325334909392,8351.929012345678
2023-09-02 14:18:34.093,12137,91.66666666666667,8,100,False,8,car,70.119,0 days 00:33:33.982000,0.6172839506173204,6608.748237934876,8402.77777777778
2023-09-02 14:18:34.533,12133,91.66666666666667,8,100,False,8,car,70.559,0 days 00:33:34.422000,0.3361168611102556,6832.745926806243,8402.77777777778
2023-09-02 14:18:34.894,12176,91.94444444444444,8,100,False,8,car,70.92,0 days 00:33:34.783000,0.2743199744992353,6886.130728685214,8453.78086419753
2023-09-02 14:18:35.094,12168,91.94444444444444,8,100,False,8,car,71.12,0 days 00:33:34.983000,0.964506172839549,6325.861352616429,8453.78086419753
2023-09-02 14:18:43.614,11021,83.05555555555556,8,100,False,8,car,79.64,0 days 00:33:43.503000,2.604166666666771,5024.907371794789,6898.225308641976
2023-09-02 14:18:43.934,11208,83.33333333333333,8,100,False,8,car,79.96,0 days 00:33:43.823000,3.6789021164019005,4256.4357962964705,6944.444444444443
2023-09-02 14:18:44.174,11292,84.72222222222221,8,100,False,8,car,80.2,0 days 00:33:44.063000,4.031847781847631,3907.196633973314,7177.854938271604
2023-09-02 14:18:44.454,11363,85.27777777777777,8,100,False,8,car,80.48,0 days 00:33:44.343000,1.9841269841269877,5553.695041621422,7272.299382716048
2023-09-02 14:18:44.734,11375,85.83333333333333,8,100,False,8,car,80.76,0 days 00:33:44.623000,1.6369047619048729,5794.427588996674,7367.36111111111
2023-09-02 14:18:44.934,11423,86.11111111111111,8,100,False,8,car,80.96,0 days 00:33:44.823000,1.1574074074075185,6187.395424133721,7415.123456790124
2023-09-02 14:18:45.334,11457,86.38888888888889,8,100,False,8,car,81.36,0 days 00:33:45.223000,0.6944444444444287,6558.311128974647,7463.04012345679
