Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Acceleration,v^2 (m^2/s^4),F_dissipated (N)
2023-10-28 21:14:13.890,12616,95.55555555555556,8,100,False,12,car,10.519,0 days 00:29:12.677000,0.46296296296299033,9130.864197530864,6712.812489233397
2023-10-28 21:14:14.130,12642,95.83333333333333,8,100,False,12,car,10.759,0 days 00:29:12.917000,0.7233796296296191,9184.027777777777,6497.199398148157
2023-10-28 21:14:28.531,10767,80.83333333333333,8,100,False,12,car,25.16,0 days 00:29:27.318000,4.133597883597943,6534.027777777777,3820.8537037036563
2023-10-28 21:14:28.851,10924,81.94444444444444,8,100,False,12,car,25.48,0 days 00:29:27.638000,3.7367724867724803,6714.891975308642,4146.1923854362885
2023-10-28 21:14:29.131,11028,83.05555555555556,8,100,False,12,car,25.76,0 days 00:29:27.918000,3.7640056022408857,6898.225308641976,4095.7601055807017
2023-10-28 21:14:29.531,11170,84.44444444444444,8,100,False,12,car,26.16,0 days 00:29:28.318000,3.935185185185219,7130.864197530864,3931.0048732943205
2023-10-28 21:14:29.731,11324,85.27777777777777,8,100,False,12,car,26.36,0 days 00:29:28.518000,3.472222222222186,7272.299382716048,4331.23505247922
2023-10-28 21:14:30.131,11425,86.11111111111111,8,100,False,12,car,26.76,0 days 00:29:28.918000,2.5462962962963047,7415.123456790124,5070.5863201911525
2023-10-28 21:14:30.331,11469,86.66666666666667,8,100,False,12,car,26.96,0 days 00:29:29.118000,3.1635802469135115,7511.111111111112,4555.275593542316
2023-10-28 21:14:30.491,11541,87.22222222222221,8,100,False,12,car,27.12,0 days 00:29:29.278000,0.8680555555554577,7607.716049382715,6402.238207714163
2023-10-28 21:15:00.610,10851,81.38888888888889,8,100,False,12,car,57.239,0 days 00:29:59.397000,3.474638459078335,6624.151234567901,4357.90989709723
2023-10-28 21:15:00.851,10870,81.66666666666667,8,100,False,12,car,57.48,0 days 00:29:59.638000,2.5219973409960232,6669.444444444445,5112.934997641058
2023-10-28 21:15:01.171,10940,83.05555555555556,8,100,False,12,car,57.8,0 days 00:29:59.958000,3.3787393162393187,6898.225308641976,4349.037927350424
2023-10-28 21:15:01.371,11137,83.61111111111111,8,100,False,12,car,58.0,0 days 00:30:00.158000,3.6195286195285234,6990.817901234568,4234.679461279539
2023-10-28 21:15:01.611,11229,84.72222222222221,8,100,False,12,car,58.24,0 days 00:30:00.398000,4.195601851851777,7177.854938271604,3735.4677223740746
2023-10-28 21:15:02.011,11427,86.11111111111111,8,100,False,12,car,58.64,0 days 00:30:00.798000,3.009259259259238,7415.123456790124,4699.147586618894
2023-10-28 21:15:02.211,11472,86.66666666666667,8,100,False,12,car,58.84,0 days 00:30:00.998000,2.86044973544972,7511.111111111112,4801.15334757836
2023-09-02 14:59:33.422,11961,90.0,8,100,False,12,car,1.36,0 days 01:14:33.311000,1.157407407407419,8100.0,6200.587037037028
2023-09-02 14:59:33.662,11956,90.55555555555556,8,100,False,12,car,1.6,0 days 01:14:33.551000,1.9675925925925526,8200.308641975309,5501.668331061155
2023-09-02 14:59:33.822,12098,90.83333333333333,8,100,False,12,car,1.76,0 days 01:14:33.711000,1.8353174603174125,8250.694444444443,5670.378618756411
2023-09-02 14:59:34.222,12146,91.66666666666667,8,100,False,12,car,2.16,0 days 01:14:34.111000,2.3726851851851904,8402.77777777778,5200.91933501683
2023-09-02 14:59:34.542,12223,92.5,8,100,False,12,car,2.48,0 days 01:14:34.431000,2.0254629629629335,8556.25,5461.04465715718
2023-09-02 14:59:34.702,12256,92.77777777777777,8,100,False,12,car,2.64,0 days 01:14:34.591000,0.8680555555555998,8607.716049382714,6390.6140801729525
2023-09-02 14:59:34.862,12340,92.77777777777777,8,100,False,12,car,2.8,0 days 01:14:34.751000,0.7215007215007461,8607.716049382714,6557.179943143996
2023-09-02 14:59:35.142,12368,93.33333333333333,8,100,False,12,car,3.08,0 days 01:14:35.031000,1.791225749559075,8711.11111111111,5669.663271604944
2023-09-02 14:59:35.502,12402,93.88888888888889,8,100,False,12,car,3.44,0 days 01:14:35.391000,1.311728395061749,8815.123456790123,6033.012488129139
2023-09-02 14:59:35.742,12498,94.16666666666667,8,100,False,12,car,3.68,0 days 01:14:35.631000,1.244212962962962,8867.361111111111,6121.1625471157
2023-09-02 14:59:36.142,12517,94.72222222222221,8,100,False,12,car,4.08,0 days 01:14:36.031000,1.1554621848739828,8972.299382716048,6161.596049680843
2023-09-02 14:59:36.422,12606,95.0,8,100,False,12,car,4.36,0 days 01:14:36.311000,0.8956128747795873,9025.0,6400.315846328748
2023-09-02 14:59:36.782,12541,95.27777777777777,8,100,False,12,car,4.72,0 days 01:14:36.671000,0.7716049382715937,9077.854938271605,6442.7682287729995
2023-09-02 14:59:37.142,12591,95.55555555555556,8,100,False,12,car,5.08,0 days 01:14:37.031000,1.4393399810066398,9130.864197530864,5912.788292033842
2023-09-02 14:59:37.302,12694,95.83333333333333,8,100,False,12,car,5.24,0 days 01:14:37.191000,1.104797979797894,9184.027777777777,6219.277626262696
2023-09-02 14:59:37.582,12681,95.83333333333333,8,100,False,12,car,5.52,0 days 01:14:37.471000,0.40509259259260944,9184.027777777777,6775.2604629629495
2023-09-02 14:59:37.902,12771,96.11111111111111,8,100,False,12,car,5.84,0 days 01:14:37.791000,1.033399470899468,9237.345679012345,6299.203599336332
2023-09-02 14:59:38.142,12765,96.38888888888889,8,100,False,12,car,6.08,0 days 01:14:38.031000,1.033399470899468,9290.817901234568,6275.312273188176
2023-09-02 14:59:38.462,12693,96.66666666666666,8,100,False,12,car,6.4,0 days 01:14:38.351000,0.8680555555555429,9344.444444444443,6348.018726053651
2023-09-02 14:59:39.222,12839,96.66666666666666,8,100,False,12,car,7.16,0 days 01:14:39.111000,0.4133597883597986,9344.444444444443,6795.103991060018
