Race,gradient,f_rr,c_rr
all,0.3838577025000177,2993.216194272362,0.09475741556253163
Saudi Arabian Grand Prix,0.4679286760927102,3206.3223882513125,0.10150380168073243
Azerbaijan Grand Prix,0.41065459592353887,3187.1061552377187,0.10089546587769226
Miami Grand Prix,0.8226508223174653,-33.88090565206448,-0.0010725810793924464
Canadian Grand Prix,0.8924230822323987,-444.2829156621613,-0.0140648379984349
Austrian Grand Prix,1.4391010260014856,-4297.783283953918,-0.13605660607296136
British Grand Prix,-0.28627043296375115,8170.186841574118,0.2586467998041711
Belgian Grand Prix,0.5692340494860562,1884.4627580554404,0.05965717445297422
Italian Grand Prix,0.8910136638723073,-1147.32794085173,-0.03632140928738358
Japanese Grand Prix,0.8792091304393075,-65.70723187152558,-0.0020801195342414437
Brazilian Grand Prix,0.8910136638723073,-1147.32794085173,-0.03632140928738358
Las Vegas Grand Prix,1.0130010033314067,-2046.763846481213,-0.06479520347728623
