Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance,Acceleration,v_squared,F_lost
2023-04-28 14:26:24.045,11091,86.66666666666667,8,100,False,8,car,88.641,0 days 01:40:50.623000,4898.795277777779,1.244212962962962,7511.111111111112,4614.746593817664
2023-04-28 14:26:24.285,11111,86.94444444444444,8,100,False,8,car,88.881,0 days 01:40:50.863000,4919.661944444447,0.5260942760942839,7559.336419753086,5202.893448477527
2023-04-28 14:26:24.485,11120,86.94444444444444,8,100,False,8,car,89.081,0 days 01:40:51.063000,4937.050833333335,0.964506172839549,7559.336419753086,4843.579656734867
2023-04-28 14:26:24.645,11092,87.22222222222221,8,100,False,8,car,89.241,0 days 01:40:51.223000,4951.006388888891,1.4470641371602824,7607.716049382715,4410.915090742954
2023-04-28 14:26:24.964,11172,87.5,8,100,False,8,car,89.56,0 days 01:40:51.542000,4978.918888888891,0.373857631275456,7656.25,5324.208054041371
2023-04-28 14:26:25.204,11201,87.5,8,100,False,8,car,89.8,0 days 01:40:51.782000,4999.918888888891,0.372023809523796,7656.25,5340.356046857154
2023-04-28 14:26:25.804,11179,87.5,8,100,False,8,car,90.4,0 days 01:40:52.382000,5052.50777777778,1.2070105820107528,7656.25,4636.221499597742
2023-04-28 14:26:26.004,11239,88.05555555555556,8,100,False,8,car,90.6,0 days 01:40:52.582000,5070.118888888891,1.3888888888890278,7753.780864197531,4479.760880392454
2023-04-28 14:26:26.204,11247,88.05555555555556,8,100,False,8,car,90.8,0 days 01:40:52.782000,5087.730000000002,0.0,7753.780864197531,5636.547939179811
2023-04-28 14:26:26.444,11232,88.05555555555556,8,100,False,8,car,91.04,0 days 01:40:53.022000,5108.8633333333355,1.0416666666666856,7753.780864197531,4764.447203953717
2023-04-28 14:26:26.604,11278,88.33333333333333,8,100,False,8,car,91.2,0 days 01:40:53.182000,5122.996666666669,1.4393399810067535,7802.777777777777,4439.657870104018
2023-04-28 14:26:26.964,11240,88.61111111111111,8,100,False,8,car,91.56,0 days 01:40:53.542000,5154.89666666667,0.36310820624549933,7851.929012345679,5296.34314304821
2023-04-28 14:26:27.284,11301,88.61111111111111,8,100,False,8,car,91.88,0 days 01:40:53.862000,5183.252222222225,0.0,7851.929012345679,5628.10205567398
2023-04-28 14:26:27.805,11273,88.61111111111111,8,100,False,8,car,92.401,0 days 01:40:54.383000,5229.418611111114,0.0,7851.929012345679,5614.157550094044
2023-04-28 14:26:28.005,11244,88.61111111111111,8,100,False,8,car,92.601,0 days 01:40:54.583000,5247.140833333337,0.0,7851.929012345679,5599.71502645768
2023-04-28 14:26:28.205,11317,88.61111111111111,8,100,False,8,car,92.801,0 days 01:40:54.783000,5264.863055555559,0.4157074217908985,7851.929012345679,5291.033184490357
2023-04-28 14:26:28.484,11276,88.88888888888889,8,100,False,8,car,93.08,0 days 01:40:55.062000,5289.6630555555585,0.003555783125676726,7901.234567901234,5595.151393005688
2023-04-28 14:26:28.964,11327,88.61111111111111,8,100,False,8,car,93.56,0 days 01:40:55.542000,5332.196388888892,0.8267195767195687,7851.929012345679,4954.873276463824
2023-04-28 14:26:29.244,11343,89.16666666666667,8,100,False,8,car,93.84,0 days 01:40:55.822000,5357.163055555558,0.8291258291258714,7950.694444444445,4925.647996965713
2023-04-28 14:26:29.645,11315,88.88888888888889,8,100,False,8,car,94.241,0 days 01:40:56.223000,5392.863333333336,0.0,7901.234567901234,5617.46470125
2023-04-28 14:26:29.845,11313,89.16666666666667,8,100,False,8,car,94.441,0 days 01:40:56.423000,5410.69666666667,0.7575757575757507,7950.694444444445,4970.187102146705
2023-04-28 14:26:30.085,11365,89.16666666666667,8,100,False,8,car,94.681,0 days 01:40:56.663000,5432.09666666667,0.26041666666661456,7950.694444444445,5408.564734891009
2023-04-28 14:26:17.605,11081,86.11111111111111,8,100,False,8,car,88.4,0 days 01:40:44.183000,4876.683888888882,1.5817901234567984,7415.123456790124,4365.867902563115
2023-04-28 14:26:18.005,11052,86.66666666666667,8,100,False,8,car,88.8,0 days 01:40:44.583000,4911.350555555548,0.3950506857484015,7511.111111111112,5299.692813905749
2023-04-28 14:26:18.164,11114,86.66666666666667,8,100,False,8,car,88.959,0 days 01:40:44.742000,4925.130555555549,0.6151346332404444,7511.111111111112,5148.593012871969
2023-04-28 14:26:18.364,11167,86.94444444444444,8,100,False,8,car,89.159,0 days 01:40:44.942000,4942.519444444438,1.2941135925005813,7559.336419753086,4593.861040652633
2023-04-28 14:26:19.924,11232,87.5,8,100,False,8,car,90.719,0 days 01:40:46.502000,5079.308333333327,2.083333333333087,7656.25,3935.603747047824
2023-04-28 14:26:20.084,11249,88.05555555555556,8,100,False,8,car,90.879,0 days 01:40:46.662000,5093.3972222222155,2.209595959595802,7753.780864197531,3803.5856129676613
2023-04-28 14:26:20.364,11261,88.05555555555556,8,100,False,8,car,91.159,0 days 01:40:46.942000,5118.052777777772,0.0,7753.780864197531,5643.564180946372
2023-04-28 14:26:20.564,11234,88.05555555555556,8,100,False,8,car,91.359,0 days 01:40:47.142000,5135.663888888883,0.5260942760942271,7753.780864197531,5193.374608381224
2023-04-28 14:26:20.804,11267,88.33333333333333,8,100,False,8,car,91.599,0 days 01:40:47.382000,5156.863888888883,0.6232193732193139,7802.777777777777,5111.542548907215
2023-04-28 14:26:21.084,11314,88.33333333333333,8,100,False,8,car,91.879,0 days 01:40:47.662000,5181.597222222216,1.104797979798093,7802.777777777777,4735.312760541167
