Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance,Acceleration,v_squared,F_lost
2023-04-28 14:07:26.481,11250,88.05555555555556,8,100,False,8,car,91.84,0 days 01:21:53.059000,5103.673611111115,0.6944444444444287,7753.780864197531,5061.662530669483
2023-04-28 14:07:26.881,11230,88.05555555555556,8,100,False,8,car,92.24,0 days 01:21:53.459000,5138.895833333338,0.7233796296295907,7753.780864197531,5027.62312444214
2023-04-28 14:07:27.121,11285,88.33333333333333,8,100,False,8,car,92.48,0 days 01:21:53.699000,5160.095833333337,1.0810948310947879,7802.777777777777,4740.498433587552
2023-04-28 14:07:27.961,11284,88.61111111111111,8,100,False,8,car,93.32,0 days 01:21:54.539000,5234.484722222227,0.2314814814815236,7851.929012345679,5427.506119085068
2023-04-28 14:07:28.161,11273,88.61111111111111,8,100,False,8,car,93.52,0 days 01:21:54.739000,5252.20694444445,0.0,7851.929012345679,5614.157550094044
2023-04-28 14:07:29.001,11307,88.88888888888889,8,100,False,8,car,94.36,0 days 01:21:55.579000,5326.673611111116,0.9920634920634939,7901.234567901234,4790.0803088373
2023-04-28 14:07:29.281,11334,88.88888888888889,8,100,False,8,car,94.64,0 days 01:21:55.859000,5351.562500000005,2.842170943040401e-14,7901.234567901234,5626.897474499977
2023-04-28 14:07:29.681,11304,88.88888888888889,8,100,False,8,car,95.04,0 days 01:21:56.259000,5387.11805555556,0.0,7901.234567901234,5612.003622
2023-04-28 14:07:30.481,11321,88.88888888888889,8,100,False,8,car,95.84,0 days 01:21:57.059000,5458.140277777781,0.33386752136749465,7901.234567901234,5343.33342901498
2023-04-28 14:07:30.681,11314,88.88888888888889,8,100,False,8,car,96.04,0 days 01:21:57.259000,5475.9180555555595,0.5294989139977417,7901.234567901234,5177.484140881875
2023-06-17 20:25:03.106,11020,86.66666666666667,8,100,False,9,car,71.161,0 days 00:40:02.418000,3658.846388888888,0.4578754578754456,7511.111111111112,5231.254123809534
2023-06-17 20:25:03.346,11032,86.66666666666667,8,100,False,9,car,71.401,0 days 00:40:02.658000,3679.646388888889,0.57870370370361,7511.111111111112,5137.076978233696
2023-06-17 20:25:40.546,11013,86.94444444444444,8,100,False,9,car,70.2,0 days 00:40:39.858000,3600.0602777777767,1.2731481481482376,7559.336419753086,4533.097391286165
2023-06-17 20:25:41.266,11042,86.94444444444444,8,100,False,9,car,70.92,0 days 00:40:40.578000,3662.6602777777766,0.4050925925925952,7559.336419753086,5268.302879521948
2023-07-28 15:19:15.952,11018,86.94444444444444,8,100,False,9,car,30.281,0 days 00:34:15.932000,1933.2908333333335,0.4133597883597986,7559.336419753086,5249.259553552741
2023-07-28 15:19:16.312,11005,86.94444444444444,8,100,False,9,car,30.641,0 days 00:34:16.292000,1964.5908333333334,0.4629629629629619,7559.336419753086,5201.490577162467
2023-07-28 15:19:17.112,11035,87.22222222222221,8,100,False,9,car,31.441,0 days 00:34:17.092000,2034.3130555555554,0.3375771604937938,7607.716049382715,5302.9502294016165
