Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Acceleration,v^2 (m^2/s^4),F_dissipated (N)
2023-05-06 20:40:24.725,10930,86.94444444444444,8,100,False,12,car,70.0,0 days 00:55:23.739000,1.183712121212153,7559.336419753086,5793.680432520063
2023-05-06 20:40:25.165,11025,88.61111111111111,8,100,False,12,car,70.44,0 days 00:55:24.179000,1.1837121212121247,7851.929012345679,5724.321773772202
2023-05-06 20:40:25.365,11044,88.61111111111111,8,100,False,12,car,70.64,0 days 00:55:24.379000,0.4629629629629761,7851.929012345679,6316.0320561941135
2023-05-06 20:40:25.765,11112,89.16666666666667,8,100,False,12,car,71.04,0 days 00:55:24.779000,1.6369047619047592,7950.694444444445,5370.261760124612
2023-05-06 20:40:25.925,11151,89.44444444444444,8,100,False,12,car,71.2,0 days 00:55:24.939000,1.5046296296295907,8000.308641975308,5479.37314814818
2023-05-06 20:40:26.165,11178,89.72222222222221,8,100,False,12,car,71.44,0 days 00:55:25.179000,0.4629629629630472,8050.077160493825,6313.3507281274415
2023-05-06 20:40:26.325,11218,89.72222222222221,8,100,False,12,car,71.6,0 days 00:55:25.339000,1.7361111111109722,8050.077160493825,5312.392165462788
2023-05-06 20:40:26.485,11223,90.27777777777777,8,100,False,12,car,71.76,0 days 00:55:25.499000,2.6412630579295353,8150.077160493826,4545.4250845205715
2023-05-06 20:40:26.845,11273,90.55555555555556,8,100,False,12,car,72.12,0 days 00:55:25.859000,1.2822258533043396,8200.308641975309,5648.616777047062
2023-05-06 20:40:27.165,11325,91.11111111111111,8,100,False,12,car,72.44,0 days 00:55:26.179000,1.3392857142857224,8301.234567901236,5592.576219512189
2023-05-06 20:40:27.445,11363,91.38888888888889,8,100,False,12,car,72.72,0 days 00:55:26.459000,0.4578754578754456,8351.929012345678,6304.15068194218
2023-05-06 20:40:27.685,11384,91.38888888888889,8,100,False,12,car,72.96,0 days 00:55:26.699000,2.842170943040401e-14,8351.929012345678,6685.0723404255095
2023-05-06 20:40:27.885,11405,91.38888888888889,8,100,False,12,car,73.16,0 days 00:55:26.899000,0.3945707070707698,8351.929012345678,6379.774836127179
2023-05-06 20:40:28.325,11463,91.94444444444444,8,100,False,12,car,73.6,0 days 00:55:27.339000,0.39457070707072717,8453.78086419753,6373.160913134349
2023-05-06 20:40:28.525,11462,91.94444444444444,8,100,False,12,car,73.8,0 days 00:55:27.539000,0.6944444444444002,8453.78086419753,6131.178868747938
2023-05-06 20:40:28.725,11482,92.22222222222221,8,100,False,12,car,74.0,0 days 00:55:27.739000,0.6944444444444002,8504.938271604937,6122.666198125873
2023-05-06 20:40:28.925,11482,92.22222222222221,8,100,False,12,car,74.2,0 days 00:55:27.939000,0.5260942760942839,8504.938271604937,6258.188083647717
